	th1_ko1.cel	th1_ko2.cel	th1_ko3.cel	th1_wt1.cel	th1_wt2.cel	th1_wt3.cel
1415670_at	9.67863452353438	9.71005735670959	9.59471824303936	9.72116380875146	9.71225448664867	9.68790498556909
1415671_at	8.87297551377777	8.86534154387417	8.90409039252725	8.85496799820788	8.94621723109809	8.96608463489894
1415672_at	10.3543952185355	10.3180610742353	10.2226775435251	10.4696794420978	10.5565385275781	10.4365305817154
1415673_at	10.2291003811289	10.3189355599972	9.89903371616943	10.0528139443743	9.86936913260264	9.97467417005684
1415674_a_at	10.3920368887854	10.4016605465726	10.4425841923085	10.3521826836706	10.1489184619897	10.3214306394678
1415675_at	9.10445775690908	8.97282940108523	8.88929411676826	8.97504422398464	8.893407706109	8.99781981992766
1415676_a_at	11.5862777490227	11.6035581121537	11.5267211870759	11.5703096197599	11.5216706761776	11.517430970272
1415677_at	8.50851193775028	8.28499423054363	8.08018569116749	8.46563973571308	8.45204388294033	8.33767293333845
1415678_at	9.27404412433152	9.43803031045938	9.42903619098849	9.28201213410109	9.27018723358741	9.37373121995373
1415679_at	10.8437941039237	10.7632961138934	10.8508036285419	10.9210172649583	10.9499075421055	11.0189539904135
1415680_at	10.0202995296265	10.1491302310616	10.0327556514274	9.9948785515402	9.97585960853418	9.90047773955865
1415681_at	10.0276955050467	10.0606170023754	10.1163626206246	9.93787727664706	9.9050614004888	9.92211015033322
1415682_at	8.59734693781276	8.76916725153278	8.76191064013341	8.44162051502782	8.43084951054544	8.61473222433151
1415683_at	11.0253972817103	11.1075962694201	11.0899563462551	10.9272390852072	10.954723963016	10.9008213734788
1415684_at	7.57889528390691	7.65026990410792	7.61694176133428	7.73006533344339	7.48661535193609	7.57799475768318
1415685_at	8.41583610942953	8.51634362048	8.42959016933324	8.6157071799707	8.43289388259484	8.55382181182178
1415686_at	8.07382057216695	8.32400144738533	8.17729378235433	8.25627873979202	8.11972635612888	8.28223257382339
1415687_a_at	9.11683364159597	8.94908894816451	8.869057948388	8.97812663908381	9.03203582186196	8.974347846288
1415688_at	9.53531772274845	9.5297001225154	9.46787991267951	9.46724863568235	9.42423579167933	9.45215135564254
1415689_s_at	7.54322782308796	7.57705818128321	7.55618784814049	7.53609646075679	7.45145076579277	7.40196639030754
1415690_at	10.044464456613	10.0573856138415	10.1455141004451	10.0175642008006	9.91822091204068	9.9376401507601
1415691_at	8.00333211939569	8.40766037044092	8.13424427862849	8.01948410094386	7.95137790482861	7.96955701277088
1415692_s_at	11.3845615000287	11.4027197788518	11.3681177777076	11.3774188412191	11.4265516448885	11.4214009581566
1415693_at	8.62746560602973	8.73668542063358	8.65684447933907	8.69687194683562	8.79353090559136	8.72997834407037
1415694_at	8.75717611349761	8.80284299976346	8.8233573327495	8.7144559461482	8.68401092581738	8.6718866700475
1415695_at	11.7473948226829	11.7520515764042	11.6185579043653	11.7013437528371	11.6527788615527	11.7043061499172
1415696_at	9.68538088488177	9.74669849646294	9.59304898756006	9.67703818153047	9.60257122360363	9.6746551871477
1415697_at	10.1427046170432	10.0300125282223	10.0678484166115	10.136004825241	10.1438897000995	10.0908512647187
1415698_at	7.63356002616881	7.67147311728383	7.58225828601816	7.42084397030605	7.60219769067613	7.47520575930456
1415699_a_at	10.7401752526686	10.789411379977	10.8219224296278	10.5242797125913	10.5352448400798	10.5514632398465
1415700_a_at	10.8871274453366	11.1016564186224	10.9195858259289	10.9318806962713	11.1379609257461	10.9143958637495
1415701_x_at	14.1369190718449	14.1721564502335	14.140154180996	14.1543525853798	14.1471024297642	14.1561237231511
1415702_a_at	9.92952624144303	10.0700119818394	10.2077872122498	9.84368192688112	10.1010170736048	9.95199355807107
1415703_at	10.3225713562395	10.508360766944	10.449164273131	10.1741413457198	10.3438048228645	10.2389046230712
1415704_a_at	11.2635128527827	11.5827850918882	11.3031510268911	11.1263809800537	11.0989736232974	11.1230220848334
1415705_at	6.90229121913684	7.03627748977634	7.42926730282114	7.0860842048616	7.12252499941069	7.09290889910763
1415706_at	10.9612286095804	10.959608217324	10.9660686660613	10.9847506392628	11.0228101872574	11.0561853394384
1415707_at	9.60934718047771	9.61140960490133	9.4884437156215	9.57040531375299	9.58615597054526	9.57187640581295
1415708_at	8.43198620732493	8.53926220968168	8.43491893899354	8.4947374352589	8.43814135907873	8.3649297972863
1415709_s_at	7.92947071400587	8.07243289561424	8.06753096190737	7.97023847236874	8.00383282891727	8.10738972045747
1415710_at	9.52783083966799	9.5226968699179	9.4714448831069	9.03667050337928	8.96188050624652	9.19280885838291
1415711_at	9.12418335054288	9.13558471961295	9.11421544262637	9.13688850109881	9.13463977864094	9.13414580573135
1415712_at	6.59916616056411	6.67472179864354	7.22253111278815	6.56938372612583	6.67241436187081	6.89742567195419
1415713_a_at	10.3633931737426	10.3275622961997	10.271674307924	10.297428072206	9.99814051962559	10.3615153983797
1415714_a_at	10.0051768276925	9.90809254043408	10.0028208506724	10.0497546666477	9.89305363414132	10.1036235996035
1415715_at	7.75275543541804	7.73349774115642	7.75977091313055	7.81387324185213	7.79264112946802	7.89854340259031
1415716_a_at	13.4353024297935	13.4120015872122	13.5737633276639	13.5207674043019	13.4630578345158	13.5244618516034
1415717_at	8.04496868027578	8.04673935482743	8.03626144433441	8.00603148304512	8.02730803341746	8.08671057972041
1415718_at	8.89017396707784	9.02511339198048	9.15401053869518	8.63086477433088	8.71968096778774	8.88360107495886
1415719_s_at	8.01761824332021	7.99290472854521	8.01874370858523	7.76228298125967	7.79798911067908	7.95143243717466
1415720_s_at	8.95409824939788	8.81629949289758	8.79878830010575	8.91755540878578	8.88494443137468	8.97086618040067
1415721_a_at	8.24048530638909	8.3808023965541	8.4633683729018	8.27880737515182	8.38637493919319	8.28251092093011
1415722_a_at	9.88496312862024	9.86455483360824	9.89365709207689	9.90312359607644	9.79894391409356	9.87814136307542
1415723_at	10.5030530284156	10.6590351085351	10.5720884881126	10.3388527631127	10.3851716455486	10.369253080943
1415724_a_at	10.8081713244416	10.6893017826277	10.8015659788363	11.1927133543886	11.2471448664339	11.0885769347708
1415725_at	8.10632375379018	8.37140144585287	8.33904404396785	8.32160545467612	8.25281302565556	8.31820052530063
1415726_at	8.45600661926348	8.73769287265935	8.6691734507731	8.51201217091613	8.52041778000058	8.46895907153603
1415727_at	9.19027168346781	8.93884551504059	8.85001544117257	8.95622669132092	9.00476739035199	8.93293031414013
1415728_at	7.98168835097621	8.07661943785591	8.30711367480768	8.11207988641537	8.07241003307238	8.07010851115083
1415729_at	8.91641998401001	9.02363733608476	8.93309839661383	9.21885479842026	9.11120594921399	9.18157113568355
1415730_at	9.11797935795842	9.19440314224279	9.29064339350863	9.20432292145808	9.20838142182186	9.20056908901445
1415731_at	8.52291279192723	8.36379626537785	8.41960328986334	8.42644262043833	8.32649400921109	8.47241069231744
1415732_at	8.97996257084778	9.17538455546504	9.42731149877452	8.11002421221849	8.36144706044849	8.17109669532259
1415733_a_at	11.4079806116898	11.537443815047	11.4200554890159	11.335401974278	11.245306184595	11.2365663898378
1415734_at	10.5024422116501	10.5923995649854	10.4499070217222	10.5757595591654	10.5512414069669	10.517823763384
1415735_at	10.7971723512351	11.0489176057391	10.9779184935288	10.7131260241488	10.8033304694543	10.8398711871522
1415736_at	10.7383435357649	10.5902947067673	10.5221895350978	10.7630859302501	10.7697151630541	10.7578455081075
1415737_at	8.8377418932437	8.75740746837279	8.57307342837685	9.00102501284428	8.71751389506806	8.7063942565825
1415738_at	8.75781679544234	8.71961916422237	8.72840121528917	8.91906519811304	8.88731257467777	9.01537836269585
1415739_at	9.4317378258228	9.53178247869469	9.70945319829717	9.44947790941347	9.61146089228465	9.5812154114122
1415740_at	10.937471626853	10.9792702271393	10.9639901567661	10.9922404328504	10.7611244552241	10.9706447200549
1415741_at	9.90513646507783	9.93274828566486	10.0802580130564	10.1620474451362	10.1709090464489	10.2060124269573
1415742_at	9.56135395835674	9.64911728332502	9.76117796868606	9.50153220574526	9.5772332553877	9.51148856366843
1415743_at	7.30947202155173	7.48764013475031	7.25437695004409	7.19134407507335	7.25497183360586	7.26409198848788
1415744_at	10.9509308152676	10.9523538331107	10.9514114746475	10.9342066331407	10.753723313728	10.9101537724824
1415745_a_at	8.53078222604841	8.50068362121757	8.50929483936325	8.59802335015713	8.54784885399052	8.47273065309848
1415746_at	8.2511525648768	8.482928003669	8.48048982321881	8.34430629220332	8.66776666156572	8.45837541912922
1415747_s_at	9.16418843507848	9.13713167048873	9.33198819727873	9.13388591779301	9.08455857976026	9.24952792613563
1415748_a_at	9.24310958627664	8.5722731781956	9.30914612587754	9.82228461613591	9.25513413058057	9.74636415036507
1415749_a_at	9.26632202410806	9.38704589628184	9.24353354935323	9.24954257742745	9.26603098160829	9.37312046473933
1415750_at	8.86591625211145	9.27142490618136	9.15102054246484	8.79734258831072	8.76135155255439	8.90710223326294
1415751_at	10.6141589831739	10.5693945902928	10.5003052086689	10.7515126471497	10.8036871001442	10.7744665949783
1415752_at	10.5364370303867	10.4964005018067	10.4812946718351	10.5927656539952	10.3320202499537	10.5981016151957
1415753_at	9.58186664866848	9.6837308630804	9.98580169012855	9.47305836628443	9.77318113970258	9.59334968019461
1415754_at	10.3929669557068	10.4407728074634	10.3810925370681	10.4262224713249	10.2001839364398	10.2934714980387
1415755_a_at	10.9429512615321	10.9079201728831	10.9167876873961	10.8265222464637	10.8325746347303	10.9416029206308
1415756_a_at	8.34179236325513	8.3137039833398	8.0502901728143	8.1817470849739	8.05981438649127	8.16664351777038
1415757_at	7.68589668088201	7.84215740727691	7.75025889763074	7.67058149850152	7.89629970423776	7.8117305533776
1415758_at	8.1752178936265	8.01256456649345	8.25986623908426	8.27969263665419	8.10125149125725	8.09492426969339
1415759_a_at	10.7320298851401	10.7082771086551	10.6070322756691	10.6676108332648	10.5791904581965	10.6726917133387
1415760_s_at	10.2982785116825	10.3220442343126	10.1181857478844	9.96772728111919	9.95669391435186	10.1430508108805
1415761_at	10.0466402907097	10.0577156427103	10.2607691590932	10.1647962562114	10.1817982007783	10.3141195649076
1415762_x_at	10.003239096041	9.98012491051067	10.2610572771098	10.0712098042507	10.06845928349	10.3046884342828
1415763_a_at	9.38242070466615	9.38626045546564	9.45501417050253	8.94688639804629	9.05610074822605	9.19415825544095
1415764_at	10.0280939292707	10.0780069984084	10.3334345152228	10.0689911625328	10.0579733046775	10.0953028030769
1415765_at	8.45502634594568	8.32823768207343	8.61966130033059	8.49540251663924	8.46196808288198	8.58588178814918
1415766_at	7.1722232699191	7.32320160233027	6.96608398105895	6.99009140313302	7.0864555681507	6.92619923761693
1415767_at	8.5465739791713	8.68468522865904	8.86313129925043	8.66292264609836	8.74401156754729	8.7039278751048
1415768_a_at	7.88909658420396	8.08492603358473	8.17026144846131	7.91966515014436	7.93086854530236	8.20056037496685
1415769_at	7.88034692869109	7.77761267982049	7.87628170797764	7.87329857926135	7.95024361389194	7.89383649180981
1415770_at	8.54355511880932	8.68609802458099	8.55102563357327	8.46244751359419	8.50113388415808	8.45842787442893
1415771_at	12.8071330517231	12.8598287223434	12.8817460257119	12.7485453070831	12.6117386578052	12.7052364350396
1415772_at	8.17828621912094	8.59999569093852	8.67465803999938	8.21015644000994	8.02986930737213	8.40807595486261
1415773_at	11.9264248714503	11.7620985241721	11.8139103873577	12.0072697265127	11.7796589012109	11.7938644076318
1415774_at	9.22760626862669	9.3738715234031	9.07171724309258	9.40906775711936	9.28909874456813	9.25741677993741
1415775_at	12.2924145599474	12.3080015555722	12.2332500067943	12.3200346640087	12.206077824193	12.2506101799606
1415776_at	7.30822485820248	7.22562597236879	6.92869397412785	7.09947174449866	7.00578589435812	7.16147167123932
1415777_at	3.7055629797847	3.73467901992009	3.89430798891841	3.59645165327218	3.60687215397867	3.6682526816652
1415778_at	11.3733239430579	11.5077814299997	11.3223189195232	11.4193783088073	11.3127900417267	11.4064783986633
1415779_s_at	13.9202987641819	13.9616559541995	13.9638607039687	13.9546823930533	13.9743520733363	13.9995559251045
1415780_a_at	6.27442734986981	6.47120762222492	6.04946411032894	6.14595672722208	6.31763423260822	6.05795135143308
1415781_a_at	13.28588802026	13.2485694641139	13.2968014246922	13.37057890026	13.2930545904003	13.3220664115087
1415782_at	12.497564389202	12.4494773133163	12.4542259521242	12.4203160320085	12.4021750591477	12.447607371665
1415783_at	10.6151319628063	10.6270918460488	10.6173895931713	10.6703652139246	10.7225352058871	10.6819826925678
1415784_at	9.25528653341289	8.83117182915585	8.83163612533414	9.25068047998418	9.14170122062402	9.04616220667097
1415785_a_at	11.8172225957463	11.9951751040667	11.7509847014267	11.8775412679727	11.8169280141838	11.7889960077043
1415786_at	4.83691562714928	4.75945697254222	4.7562242028419	4.75390916601493	4.76177200936918	4.75562201270903
1415787_at	9.2642677720793	9.30196851549592	9.32696393366733	9.33852226173307	9.32034211477417	9.32870713856035
1415788_at	8.60258251288656	8.67188667004751	8.53533120317853	8.36213117387035	8.2361954368582	8.20082003187886
1415789_a_at	6.99773980520947	6.88606208788384	6.98315754778772	6.77178848235689	6.58525282474711	6.69079670896703
1415790_at	8.03977789327011	7.84238860893706	7.8880086369199	7.70630737501769	7.74272946886265	7.70035562631925
1415791_at	8.55366890341031	8.39107106540187	8.31325230742493	8.43316096150779	8.35345709289052	8.35356330398762
1415792_at	8.92008133415522	9.11941071071229	9.18250110117419	8.94479670548074	9.07600409691214	8.99672628980702
1415793_at	7.28644011533167	7.46474283087691	7.35079534990473	7.3785176216737	7.48143667490189	7.43023316130918
1415794_a_at	7.82981377420763	7.80575708507838	7.89631673890464	8.03612185938117	8.01637498843826	7.90145009959999
1415795_at	6.88004720016197	6.70945687510042	6.70788863251696	6.66168434478074	6.45637484310152	6.52246934347065
1415796_at	11.6765324594975	11.590366955744	11.5854387915882	11.6250416374223	11.6544186934654	11.6786130104179
1415797_at	6.28062261776883	6.35844230830304	6.22052155337066	5.99696718138157	5.92001377961212	6.368236359185
1415798_at	5.48794649471868	5.00331023125596	5.09949596931132	4.84293287181928	5.00962986667714	5.24301937265015
1415799_at	9.53304284626611	9.59838944304042	9.70162013503624	9.67279679245289	9.72789547121694	9.65323288607036
1415800_at	8.56404746584829	8.33545447727401	8.29942423978403	8.3296869081648	8.00008090419104	8.51738549904296
1415801_at	6.92498367581425	6.24937852452298	6.44988947987205	6.77577720405766	6.23196958460356	6.62079849478693
1415802_at	10.7538067379103	10.7923643836635	10.8301180290001	10.4929128860878	10.4490627467822	10.4525807447469
1415803_at	5.01966204445022	4.88388465559991	5.02379100063477	5.11427212946008	4.83432436115057	5.15180695161401
1415804_at	5.93872082350251	5.95973338488174	5.87529239609832	5.97908726601839	6.06603148697196	5.97680099466914
1415805_at	4.6644220718103	4.46069505549867	4.72085646418218	4.53101059711845	4.64229534863539	4.53728864636314
1415806_at	3.72453170320854	3.81070199718559	3.61569536807353	3.78775793923846	3.81861730100276	3.82713326870094
1415807_s_at	11.4797452675313	11.5297862540313	11.565171232211	11.4857858793314	11.405459379492	11.4005585474525
1415808_at	3.59122845595498	3.47721097921114	3.46346319913847	3.58045754080963	3.44272540582353	3.70145105697555
1415809_at	3.43381104086058	3.64581423714547	3.66886421455687	3.44295740167082	3.43828673371768	3.53485019162212
1415810_at	11.0200639208573	11.0061684614442	11.0484189210508	11.0590161031852	11.0778073579892	11.0449056445867
1415811_at	10.0618058373744	9.67707557698852	9.87589196409325	9.99517302537577	10.0616599095572	9.87898648133264
1415812_at	9.71087227527889	10.2328054839451	10.1305882890868	8.74905972674676	8.73950477729359	9.24200525651959
1415813_at	10.6454282037658	10.6669763960652	10.5582734982432	10.569834612905	10.5494596511955	10.56610817622
1415814_at	9.33309122166138	9.29466645065518	9.22524552474165	9.30725428615579	9.1929333735628	9.30291748151397
1415815_at	3.72594513169268	3.64571079503928	3.58855009165332	3.75179722328646	3.91250299787081	3.83411262554625
1415816_at	12.1143434967045	12.1638135375775	12.1752514388828	12.0076421598947	11.9499838900094	12.0900187882235
1415817_s_at	11.7719361641876	11.8437958591616	11.836556830329	11.7921810601613	11.7098780980458	11.7874896287291
1415818_at	10.4915163290213	10.2969873270712	10.4583957501033	10.5878395284046	10.8045918390997	10.5772406211714
1415819_a_at	10.6337292952418	10.6280606434166	10.6556215368622	10.617997649005	10.6690879492053	10.6610571231984
1415820_x_at	10.4882709761773	10.5982209814377	10.5341031437077	10.8221839013942	10.7248102827119	10.8608583171188
1415821_at	10.1489184619897	10.4449662729418	10.6166978769601	10.2156239761764	10.3142218434615	10.3849828897537
1415822_at	12.5013461622696	12.5597264311006	11.8276874440673	12.4727965256272	12.6085006681624	12.3780160092294
1415823_at	11.3138862546264	11.2278917170339	10.2853001486815	11.1608497571804	11.3324146201236	10.9369033470715
1415824_at	9.3750706238616	8.49451750659172	8.01138664289642	9.26317318217305	9.37900597824637	8.87734398739341
1415825_s_at	7.70047418036745	7.661649294903	7.86948913673318	7.81920634649573	7.83929423091108	7.84236733705836
1415826_at	8.1445747228478	8.06130599904916	8.24654606953904	8.00418572362099	8.12786342892381	8.29093675779513
1415827_a_at	9.982278147141	10.101428355413	9.90518522537993	10.1281232611814	10.0516111761256	10.1196574780757
1415828_a_at	11.0919609335303	11.1198956564095	11.0452248031619	11.0058632298153	10.9321625607403	11.0391561620983
1415829_at	11.1258607094504	11.2981841521341	11.2607826112186	11.4740288309945	11.7625025738983	11.3779985669029
1415830_at	8.38387541164373	8.51071387289613	8.45675560242598	8.45491142629565	8.38308560596957	8.53572950436722
1415831_at	11.2380668700112	11.2181184949482	11.1471632718944	11.230395330131	11.1415933069304	11.2039212689651
1415832_at	3.47107602858628	3.27445431421469	3.43318234611994	3.31878241573785	3.24191468122872	3.43771120440524
1415833_x_at	14.1260420070488	14.1323674956006	14.1582521662275	14.11224121455	14.0894057664746	14.1429014378178
1415834_at	8.45789965940671	8.70222756054257	9.18373477095139	8.80525275589921	8.72399428647729	9.20619547233709
1415835_at	3.52152172617102	3.45277035751651	3.61441336748591	3.65681817551352	3.64008865782635	3.59099843634424
1415836_at	8.91687569002478	9.02304042917712	8.70212772033011	8.65792495844382	8.96085237722625	8.65261767121642
1415837_at	3.48546350111698	3.54364535875741	3.49310586734746	3.33197475253784	3.33595175107932	3.55003337565607
1415838_at	9.78501437020637	9.68310771088244	9.62103467531643	9.84308751157801	9.76018132341494	9.83218377222172
1415839_a_at	13.0801265181873	13.0340446711318	13.068696215719	13.0867894647607	13.0469558986701	13.0903474824173
1415840_at	10.2053635539253	10.3092465651201	10.127686479208	10.5245369881777	10.5389640292843	10.3169905614425
1415841_at	9.34268988666166	9.24085666700236	9.14172526935015	9.26337762611344	9.18814300163336	9.32683622297052
1415842_at	7.14837290687531	7.04322498669278	7.17209164048666	6.6292240139231	6.96868330090016	6.82380155476947
1415843_at	6.680729052578	5.96497603854177	6.50076981198276	6.38802446829428	6.3600049139047	6.61218907003534
1415844_at	3.22936413047214	3.35307457641176	3.24256107929262	3.20694978694006	3.27372687223787	3.40352733043796
1415845_at	4.16927634012585	4.12348496428229	4.12516920175792	4.20535125318749	4.1272722231945	4.2558162710381
1415846_a_at	3.49792880639594	3.4142588951934	3.51642180817036	3.39077353642344	3.32938185897726	3.35423852025176
1415847_at	5.1358417032516	5.10569041199501	5.11094606575779	5.16286187520732	4.90339160844943	4.96950774937602
1415848_at	5.64067519636316	5.43914586048206	5.61762734575653	5.71034698642542	5.68877837838667	5.55382608859168
1415849_s_at	12.9858669339503	12.8538838867293	12.9790396816731	12.8823442320032	12.9080566774127	12.9697207451404
1415850_at	7.62910237295899	7.73608466026668	7.41030255233046	7.55632116676033	8.07043728554369	7.71519639924692
1415851_a_at	11.4669019230299	11.5160832319533	11.4947032579375	11.4630680178074	11.3631939163817	11.3905759111144
1415852_at	11.8239172570879	11.9048702425346	11.796069526955	11.7737322512074	11.74940536677	11.7746871311885
1415853_at	6.11289108386622	6.16719381784444	5.97531087850779	6.23200803020849	6.09839804666762	6.09839804666762
1415854_at	3.4754574274941	3.5430189507699	3.75840626092524	3.58034234821397	3.36440577353401	3.49668073664767
1415855_at	3.50290296720239	3.6207061860515	3.65724459346708	3.64812273052176	3.43922463990972	3.30548904602797
1415856_at	9.39579903357335	9.35447093443461	9.12607812942843	10.1144621165025	10.53085992925	9.80149432684777
1415857_at	11.0602594848513	10.9060880302772	10.6045461249617	11.6411986111145	12.0249310921116	11.3653814636567
1415858_at	12.4184953643434	12.4783940747171	12.4716561879674	12.2218079884387	12.2926420012101	12.3470748972175
1415859_at	11.7818468773386	11.7096644320904	11.8259795402153	11.6411577079117	11.6292493049436	11.6544033020734
1415860_at	12.393713044196	12.3333608727511	12.3687300633777	12.3949774170115	12.3891130078852	12.4632017710096
1415861_at	3.43238684438463	3.2794987383202	3.25698656767875	3.44440555578601	3.35173596107681	3.51794909583015
1415862_at	3.57317535410039	3.71016384458848	3.74024408007774	3.68028997617912	3.55246841575297	3.66624498404868
1415863_at	12.0158754993512	12.2202769908863	12.1993188933457	12.0600724996818	12.1924660529254	12.1639162071746
1415864_at	6.96016867948298	6.75056349883766	6.77863987794178	7.01571765364864	6.73679039803132	7.00645650320465
1415865_s_at	6.73510341458343	6.86436589418725	6.92385452207456	6.94070249907657	6.82083144924345	6.85704080986784
1415866_at	7.21078210504485	7.26097717625875	7.29374296156441	7.27590932792204	7.32502726840983	7.36620104955725
1415867_at	12.2792658049294	12.3650504673672	12.2928347082679	12.1781386640194	12.1389190748174	12.1956956597695
1415868_at	4.66120533503091	4.65649767869421	4.98858788185564	4.72414909519087	4.62710503917203	4.53730674655029
1415869_a_at	10.3978491161848	10.6994898850073	10.6324570506115	10.3859100355246	10.4637768133873	10.4426157550267
1415870_at	9.96730263801473	10.0670683012062	10.2122657132817	9.97690673491057	9.95279997424268	10.0914469477855
1415871_at	3.64938074087324	3.65140055279098	3.6864826278722	3.55016785919452	3.94011647362289	3.64552090734578
1415872_at	11.638959825974	11.6003873697559	11.7066887920293	11.8326181597112	11.7845502208324	11.7599061844952
1415873_a_at	9.85082612616808	9.86085061017233	9.80638656942512	9.74412481654712	9.90024758274855	9.81793927580578
1415874_at	8.61420883532077	8.8704060530032	9.41069146584432	8.64124967974105	9.06585342642283	9.19267384083931
1415875_at	3.96162852692329	4.23725934849319	4.11633568567325	4.06929693101838	4.34437070571702	4.2347605855214
1415876_a_at	13.8536977017583	13.8651631893697	13.8869417941346	13.8619644828157	13.8357197172536	13.8831535497236
1415877_at	4.63577883906415	4.72015847101789	4.56509862964009	4.6757518414294	4.87145049918022	4.91838785985985
1415878_at	11.5230489881199	11.467389313431	11.3808866260426	11.4612533382907	11.4068004083161	11.4788745353449
1415879_a_at	14.1238867214516	14.051968898347	14.0598584831526	14.0501588908372	14.0367072725239	14.0450765786292
1415880_a_at	9.82245787131379	10.0949624975166	9.82122732021797	9.8673983341353	9.92948551455206	9.74389993365844
1415881_at	9.57599193057839	9.48910665292165	9.11943519407749	9.73578509943443	9.59898617667866	9.75755301573736
1415882_at	11.6906226938965	11.6626679307514	11.0887909038265	11.7653611215438	11.6743825355825	11.7539387623094
1415883_a_at	4.47918667907335	4.12114245966951	4.25928729162022	4.4352763995625	4.82984980601683	4.6442512610006
1415884_at	6.57268579568543	6.50479250491626	6.48505390585971	6.6511016818118	6.78591897500219	6.53109598865835
1415885_at	3.81550831101423	3.76521898472028	3.76282688513098	3.85356058912049	3.86766273175521	3.73491706834
1415886_at	6.92498367581425	7.11318118452617	7.36906417800475	6.88514274239867	7.22389599680473	7.07079470121574
1415887_at	10.4781993392672	10.415848582702	10.390731943072	10.4115261950198	10.4178207918564	10.4256827778218
1415888_at	10.6886290314329	10.7641727993588	10.9335558396574	10.6489608373156	10.6722323279508	10.7861765956143
1415889_a_at	11.5859097485592	11.5820809730881	11.6081844368145	11.8556203140415	11.9072830682451	11.8386348336661
1415890_at	7.87353243413441	8.16439936607542	7.76181207372219	7.99024492735202	8.2107204292768	8.05880647899575
1415891_at	10.0825008303916	10.2606382974071	10.1644615219739	10.0597776657394	9.88439780116223	10.0710346167228
1415892_at	6.55121788779654	6.53411124049372	6.72889206579162	6.70412716102285	6.76803260627007	6.83221634334654
1415893_at	6.62664463424307	5.8315095787986	6.46632903456812	6.61857408049512	6.60135880964727	6.52609422720504
1415894_at	4.18452165816088	4.11262720083437	4.0738940140575	4.3508793568748	4.23126475991033	4.26500180594403
1415895_at	9.80468559081216	9.62258565304472	9.60542583118154	9.91009269421945	9.86906155263622	9.79608903453519
1415896_x_at	9.58446248698762	9.34563506903443	9.38606614328515	9.6751962955353	9.64988057786373	9.61586362370883
1415897_a_at	3.3526000337383	3.15817841558034	3.53414968319845	3.41322632672083	3.21948288512795	3.29431558703129
1415898_at	3.66021812736574	3.94595531236086	3.54892681038565	3.49871451395135	3.57370884018334	3.64255609609887
1415899_at	10.8015764310074	10.7321796020104	10.7630859302501	10.752213478224	10.9266354327782	10.8029409889588
1415900_a_at	4.06306635033771	4.34272408359517	4.59625225442353	4.26342944604352	4.36926671211907	4.39983786101504
1415901_at	8.71543933407165	8.93766127067734	9.0629842992241	8.56586809013163	8.43042840509004	8.62271451298501
1415902_at	3.97305352226791	4.06567501338224	4.03583442115698	4.06755553374746	4.23711004716206	4.02672947500138
1415903_at	9.36623536490989	9.36526025460138	9.6011412548122	9.28562806118505	9.33995898555371	9.45785251323572
1415904_at	4.42840449769638	4.18695096852378	4.49146404008035	4.29696450934894	4.21029532357814	4.18290159949298
1415905_at	4.5501713234132	4.30794945276082	4.29546092476384	4.4122216400214	4.44182750543061	4.23426554194972
1415906_at	14.2923492899024	14.298190260064	14.2820493718545	14.3139209190983	14.2911223761627	14.3325105363771
1415907_at	11.1864401018445	11.033372335277	11.3266678315005	11.1911935633323	11.4111862668958	11.1994260969904
1415908_at	7.69799846070508	7.332649183276	7.58005267304497	8.28773289950233	8.26465771360427	8.29698206246252
1415909_at	10.31170025468	10.2582060799938	10.3168262421609	10.3547206404026	10.2646258075878	10.3537683051209
1415910_s_at	9.71887648222985	10.003065230793	9.67440767330962	9.76340621274266	10.0232105039486	10.0501190127918
1415911_at	7.91331847491363	8.46796209496149	7.76536706534948	7.80340545160449	7.70849776064903	7.54614325398763
1415912_a_at	13.2546371719755	13.2943435559618	13.2977124108968	13.2784952210564	13.3033770118532	13.2840193090582
1415913_at	5.8747401264963	6.06414251639848	6.11948352873623	5.53615090499973	5.91656876845627	5.88951288283441
1415914_at	12.9068315940899	12.9119676105862	12.9485460092021	12.9763124646042	12.931101130513	12.9504311146251
1415915_at	10.6649044268851	10.8848161845723	10.7905605941747	10.791547007477	10.7279963864098	10.7080454401772
1415916_a_at	10.2676389505962	10.4647305659741	10.2624719273378	10.1144511695233	9.98010616152759	10.1015896783659
1415917_at	9.6200933792619	9.75453350339549	9.69528751069295	9.50980341564341	9.43206492155059	9.49543920457777
1415918_a_at	13.1778485986734	13.121012148799	12.9645129898796	13.1231218005683	13.1778284472164	13.099511146354
1415919_at	5.2505403121689	5.45941395341076	5.21252255761039	5.38348776280566	5.55078243154094	5.23857243952812
1415920_at	8.97913720805664	9.17398038661975	9.18305354761369	9.16625723254618	9.00307066064781	9.29281763273855
1415921_a_at	3.81712820310332	3.82920359662215	3.82404984282991	4.15688473317479	4.04719129463936	3.92714174392847
1415922_s_at	10.1018682029916	9.94879528686226	9.89103682089158	9.46831386544128	9.23311342822483	9.74474136698794
1415923_at	3.46436200176459	3.2691969598313	3.37403340423	3.32502328194045	3.23004937839405	3.36963770574985
1415924_at	3.75694295733717	3.78368124684774	3.45558369410936	3.55715635978414	3.61838800463375	3.66709152167036
1415925_a_at	10.7540381407531	10.7549171281954	10.9491610436974	10.5964361083746	10.6821899971624	10.7713836801671
